Processes,Execution Time,Speedup,Efficiency
1,37.77479839324951,1.0,1.0
2,30.051552295684814,1.2569999054149925,0.6284999527074963
3,25.99265480041504,1.453287426132645,0.484429142044215
4,25.208874225616455,1.4984722465259461,0.37461806163148653
5,27.402916431427002,1.3784955512956836,0.27569911025913674
6,39.40358376502991,0.9586640296097656,0.15977733826829427
7,29.21551513671875,1.2929704719042674,0.18471006741489535
8,25.307035446166992,1.492659955118168,0.186582494389771
